Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
13568,173,1,187.05,3,1,1,5,Other,0
13569,17,4,726.54,5,3,3,11,Other,1
13570,243,1,239.49,2,1,1,4,Other,0
13571,13,26,4537.26,5,5,5,15,Champions,1
13572,206,1,1384.25,2,1,4,7,Other,0
13573,50,6,904.52,4,4,3,11,Loyal Customers,1
13574,411,1,404.45,1,1,2,4,Other,0
13575,23,5,732.07,4,4,3,11,Loyal Customers,1
13576,10,28,11202.59,5,5,5,15,Champions,1
13577,25,11,3489.28,4,5,5,14,Champions,1
13578,409,1,147.66,2,1,1,4,Other,0
13579,15,5,1374.3400000000001,5,4,4,13,Champions,1
13580,406,1,107.75,2,1,1,4,Other,0
13581,309,2,280.53000000000003,2,2,1,5,Other,0
13582,390,2,241.68,2,2,1,5,Other,0
13583,156,2,1445.031,3,2,4,9,High Value Customers,0
13584,307,3,385.7,2,3,2,7,At Risk,0
13585,531,3,684.54,1,3,3,7,At Risk,0
13586,541,1,127.28,1,1,1,3,Other,0
13587,64,4,1673.5,3,3,4,10,High Value Customers,1
13588,16,9,2478.95,5,5,4,14,Champions,1
13589,15,6,1120.74,5,4,3,12,Loyal Customers,1
13590,11,18,6336.04,5,5,5,15,Champions,1
13591,65,7,2093.94,3,4,4,11,Loyal Customers,1
13592,36,4,247.95999999999998,4,3,1,8,Other,0
13593,108,14,5493.29,3,5,5,13,Loyal Customers,1
13594,53,2,533.32,4,2,2,8,New / Potential,0
13595,517,3,784.48,1,3,3,7,At Risk,0
13596,6,2,664.11,5,2,3,10,New / Potential,1
13597,400,2,396.71,2,2,2,6,Other,0
13598,47,5,761.96,4,4,3,11,Loyal Customers,1
13599,1,33,9811.04,5,5,5,15,Champions,1
13600,312,2,518.42,2,2,2,6,Other,0
13601,45,4,1159.99,4,3,3,10,Other,1
13602,65,4,1025.17,3,3,3,9,Other,0
13603,26,1,164.34,4,1,1,6,New / Potential,0
13604,659,1,717.62,1,1,3,5,Other,0
13605,387,2,522.67,2,2,2,6,Other,0
13606,29,3,276.75,4,3,1,8,Other,0
13607,40,2,1075.81,4,2,3,9,New / Potential,0
13608,541,1,232.05,1,1,1,3,Other,0
13609,593,1,167.35,1,1,1,3,Other,0
13610,12,14,2103.71,5,5,4,14,Champions,1
13611,89,10,3297.9300000000003,3,5,5,13,Loyal Customers,1
13612,633,1,818.29,1,1,3,5,Other,0
13613,453,5,1039.8500000000001,1,4,3,8,At Risk,0
13614,24,6,2332.74,4,4,4,12,Champions,1
13615,319,8,6272.53,2,4,5,11,At Risk,1
13616,568,2,283.85,1,2,1,4,Other,0
13617,40,8,1278.75,4,4,4,12,Champions,1
13618,174,1,177.34,3,1,1,5,Other,0
13619,545,2,224.94,1,2,1,4,Other,0
13620,528,1,112.34,1,1,1,3,Other,0
13621,117,1,213.85,3,1,1,5,Other,0
13622,696,1,658.95,1,1,3,5,Other,0
13623,31,10,2533.06,4,5,4,13,Champions,1
13624,388,1,462.08,2,1,2,5,Other,0
13625,597,1,301.26,1,1,2,4,Other,0
13626,253,2,707.04,2,2,3,7,Other,0
13627,59,7,2245.9,4,4,4,12,Champions,1
13628,676,1,310.14,1,1,2,4,Other,0
13629,23,19,13370.86,4,5,5,14,Champions,1
13630,5,7,2031.78,5,4,4,13,Champions,1
13631,100,11,3070.42,3,5,5,13,Loyal Customers,1
13632,25,8,3645.81,4,4,5,13,Champions,1
13634,33,16,5033.77,4,5,5,14,Champions,1
13635,68,4,2999.16,3,3,5,11,High Value Customers,1
13636,37,5,949.12,4,4,3,11,Loyal Customers,1
13637,52,3,804.3,4,3,3,10,Other,0
13638,16,1,122.64,5,1,1,7,New / Potential,0
13639,74,2,1346.27,3,2,4,9,High Value Customers,0
13640,611,1,405.0,1,1,2,4,Other,0
13641,641,5,1016.47,1,4,3,8,At Risk,0
13642,216,4,472.2,2,3,2,7,At Risk,0
13643,31,10,2156.77,4,5,4,13,Champions,1
13644,16,4,2624.26,5,3,4,12,High Value Customers,1
13645,120,1,252.1,3,1,1,5,Other,0
13646,400,2,326.25,2,2,2,6,Other,0
13647,10,8,3041.68,5,4,5,14,Champions,1
13648,400,8,1764.02,2,4,4,10,At Risk,0
13649,257,6,1453.68,2,4,4,10,At Risk,0
13650,17,10,3288.0,5,5,5,15,Champions,1
13651,35,3,226.85,4,3,1,8,Other,0
13652,46,5,2262.05,4,4,4,12,Champions,1
13653,488,1,152.2,1,1,1,3,Other,0
13654,43,11,6308.0,4,5,5,14,Champions,1
13655,114,6,2280.51,3,4,4,11,Loyal Customers,1
13656,165,4,1078.85,3,3,3,9,Other,0
13657,11,2,382.14,5,2,2,9,New / Potential,0
13658,10,9,6025.5,5,5,5,15,Champions,1
13659,206,12,4884.68,2,5,5,12,At Risk,1
13660,400,1,306.64,2,1,2,5,Other,0
13661,603,1,325.24,1,1,2,4,Other,0
13662,86,11,2233.61,3,5,4,12,Loyal Customers,1
13663,179,5,2047.51,3,4,4,11,Loyal Customers,1
13665,386,3,1711.66,2,3,4,9,At Risk,0
13666,60,5,127.9,3,4,1,8,Loyal Customers,0
13667,149,1,299.05,3,1,2,6,Other,0
13668,3,35,12948.48,5,5,5,15,Champions,1
13669,51,3,413.55,4,3,2,9,Other,0
13670,75,1,349.7,3,1,2,6,Other,0
13671,395,1,172.6,2,1,1,4,Other,0
13672,301,3,419.92,2,3,2,7,At Risk,0
13673,19,2,387.44,5,2,2,9,New / Potential,0
13674,433,1,240.68,1,1,1,3,Other,0
13675,151,2,486.82000000000005,3,2,2,7,Other,0
13676,539,2,243.9,1,2,1,4,Other,0
13677,405,2,551.24,2,2,2,6,Other,0
13678,152,1,232.6,3,1,1,5,Other,0
13679,494,3,281.26,1,3,1,5,At Risk,0
13680,1,12,11419.67,5,5,5,15,Champions,1
13681,18,4,827.83,5,3,3,11,Other,1
13682,187,1,59.5,3,1,1,5,Other,0
13683,458,1,258.6,1,1,1,3,Other,0
13684,286,4,594.88,2,3,2,7,At Risk,0
13685,3,7,3119.44,5,4,5,14,Champions,1
13686,183,3,409.04,3,3,2,8,Other,0
13687,438,1,11880.84,1,1,5,7,Other,0
13688,635,1,375.5,1,1,2,4,Other,0
13689,63,2,1259.5,3,2,4,9,High Value Customers,0
13690,59,1,172.25,4,1,1,6,New / Potential,0
13691,396,1,212.78,2,1,1,4,Other,0
13692,25,5,3114.4,4,4,5,13,Champions,1
13693,374,9,2011.8200000000002,2,5,4,11,At Risk,1
13694,4,143,195640.69,5,5,5,15,Champions,1
13695,31,16,2770.73,4,5,4,13,Champions,1
13696,422,3,2020.4,1,3,4,8,At Risk,0
13697,39,1,151.3,4,1,1,6,New / Potential,0
13698,597,2,451.73,1,2,2,5,Other,0
13699,155,2,764.15,3,2,3,8,Other,0
13700,26,13,2596.9700000000003,4,5,4,13,Champions,1
13701,447,1,161.0,1,1,1,3,Other,0
13702,446,1,135.18,1,1,1,3,Other,0
13703,318,2,425.56,2,2,2,6,Other,0
13704,5,9,2308.06,5,5,4,14,Champions,1
13705,8,7,1717.19,5,4,4,13,Champions,1
13706,303,2,631.1700000000001,2,2,3,7,Other,0
13707,267,5,3365.86,2,4,5,11,At Risk,1
13708,271,1,285.33,2,1,1,4,Other,0
13709,4,18,7571.35,5,5,5,15,Champions,1
13710,32,3,509.52,4,3,2,9,Other,0
13711,219,9,1792.26,2,5,4,11,At Risk,1
13712,247,2,766.42,2,2,3,7,Other,0
13713,408,3,740.76,2,3,3,8,At Risk,0
13714,465,1,161.35,1,1,1,3,Other,0
13715,281,17,8153.04,2,5,5,12,At Risk,1
13716,269,1,138.28,2,1,1,4,Other,0
13717,32,8,1763.3,4,4,4,12,Champions,1
13718,246,2,306.55,2,2,2,6,Other,0
13719,15,11,2783.08,5,5,4,14,Champions,1
13720,117,4,799.9,3,3,3,9,Other,0
13721,36,2,741.54,4,2,3,9,New / Potential,0
13722,132,10,5635.41,3,5,5,13,Loyal Customers,1
13723,217,6,1194.08,2,4,3,9,At Risk,0
13724,637,1,213.01,1,1,1,3,Other,0
13725,50,8,1980.56,4,4,4,12,Champions,1
13726,39,2,1079.66,4,2,3,9,New / Potential,0
13727,29,8,1074.15,4,4,3,11,Loyal Customers,1
13728,37,16,2855.17,4,5,4,13,Champions,1
13729,436,3,724.73,1,3,3,7,At Risk,0
13730,136,2,752.6,3,2,3,8,Other,0
13731,219,2,610.59,2,2,3,7,Other,0
13732,28,1,491.86,4,1,2,7,New / Potential,0
13733,411,2,487.03000000000003,1,2,2,5,Other,0
13734,509,4,6695.6900000000005,1,3,5,9,At Risk,1
13735,25,13,9762.77,4,5,5,14,Champions,1
13736,5,7,2752.47,5,4,4,13,Champions,1
13737,200,1,339.6,2,1,2,5,Other,0
13738,396,1,434.78000000000003,2,1,2,5,Other,0
13739,18,2,292.2,5,2,2,9,New / Potential,0
13740,241,5,1582.77,2,4,4,10,At Risk,0
13741,72,3,668.4300000000001,3,3,3,9,Other,0
13742,17,12,3107.87,5,5,5,15,Champions,1
13743,3,7,1341.6,5,4,4,13,Champions,1
13744,95,2,1080.52,3,2,3,8,Other,0
13745,162,2,777.36,3,2,3,8,Other,0
13746,414,1,176.69,1,1,1,3,Other,0
13747,374,2,169.8,2,2,1,5,Other,0
13748,96,9,2064.35,3,5,4,12,Loyal Customers,1
13750,54,11,3602.18,4,5,5,14,Champions,1
13751,288,1,296.25,2,1,2,5,Other,0
13752,124,7,1579.8300000000002,3,4,4,11,Loyal Customers,1
13753,288,4,2094.57,2,3,4,9,At Risk,0
13754,152,3,447.05,3,3,2,8,Other,0
13755,4,9,2108.06,5,5,4,14,Champions,1
13756,2,23,8655.95,5,5,5,15,Champions,1
13757,675,1,195.55,1,1,1,3,Other,0
13758,12,15,8698.13,5,5,5,15,Champions,1
13759,33,2,659.4100000000001,4,2,3,9,New / Potential,0
13760,54,5,1363.6399999999999,4,4,4,12,Champions,1
13761,50,6,1952.17,4,4,4,12,Champions,1
13762,219,5,2472.48,2,4,4,10,At Risk,1
13763,63,3,5217.44,3,3,5,11,High Value Customers,1
13764,71,6,2919.62,3,4,5,12,Loyal Customers,1
13765,653,1,352.821,1,1,2,4,Other,0
13766,495,1,190.35,1,1,1,3,Other,0
13767,2,73,33903.57,5,5,5,15,Champions,1
13768,727,2,875.97,1,2,3,6,Other,0
13769,2,20,5478.12,5,5,5,15,Champions,1
13770,422,4,785.37,1,3,3,7,At Risk,0
13771,64,9,5728.82,3,5,5,13,Loyal Customers,1
13772,34,8,3100.02,4,4,5,13,Champions,1
13773,397,2,301.54,2,2,2,6,Other,0
13774,82,1,345.0,3,1,2,6,Other,0
13775,591,1,1049.66,1,1,3,5,Other,0
13776,428,2,623.98,1,2,3,6,Other,0
13777,1,61,49638.26,5,5,5,15,Champions,1
13778,103,4,1124.49,3,3,3,9,Other,0
13779,516,1,161.13,1,1,1,3,Other,0
13780,7,3,732.07,5,3,3,11,Other,1
13781,251,3,778.83,2,3,3,8,At Risk,0
13782,13,13,1786.08,5,5,4,14,Champions,1
13783,488,4,1542.09,1,3,4,8,At Risk,0
13784,10,14,2910.23,5,5,5,15,Champions,1
13785,429,4,542.49,1,3,2,6,At Risk,0
13786,367,6,3127.9900000000002,2,4,5,11,At Risk,1
13787,76,6,1222.5,3,4,4,11,Loyal Customers,1
13788,505,1,3.75,1,1,1,3,Other,0
13789,388,1,239.46,2,1,1,4,Other,0
13790,4,1,348.79999999999995,5,1,2,8,New / Potential,0
13791,128,2,1516.0,3,2,4,9,High Value Customers,0
13792,66,3,383.95,3,3,2,8,Other,0
13793,647,1,96.0,1,1,1,3,Other,0
13794,547,1,126.03,1,1,1,3,Other,0
13795,388,4,836.3,2,3,3,8,At Risk,0
13796,499,1,289.7,1,1,2,4,Other,0
13797,437,3,1179.45,1,3,3,7,At Risk,0
13798,1,110,75428.87,5,5,5,15,Champions,1
13799,117,9,2803.57,3,5,4,12,Loyal Customers,1
13800,310,3,1679.56,2,3,4,9,At Risk,0
13801,67,1,324.8,3,1,2,6,Other,0
13802,139,19,26259.11,3,5,5,13,Loyal Customers,1
13803,255,3,1338.91,2,3,4,9,At Risk,0
13804,31,9,3161.12,4,5,5,14,Champions,1
13805,52,2,924.5999999999999,4,2,3,9,New / Potential,0
13806,64,1,256.38,3,1,1,5,Other,0
13807,367,3,422.2,2,3,2,7,At Risk,0
13808,6,5,1747.66,5,4,4,13,Champions,1
13809,305,3,679.6999999999999,2,3,3,8,At Risk,0
13810,29,3,1499.01,4,3,4,11,High Value Customers,1
13811,184,3,814.5,3,3,3,9,Other,0
13812,42,3,539.0,4,3,2,9,Other,0
13813,40,8,2765.4700000000003,4,4,4,12,Champions,1
13814,92,3,2257.32,3,3,4,10,High Value Customers,0
13815,22,8,7475.74,4,4,5,13,Champions,1
13816,24,2,571.6700000000001,4,2,2,8,New / Potential,0
13817,29,2,382.98,4,2,2,8,New / Potential,0
13818,430,1,61.28,1,1,1,3,Other,0
13819,302,6,2642.35,2,4,4,10,At Risk,1
13820,418,3,652.75,1,3,3,7,At Risk,0
13821,145,6,1379.08,3,4,4,11,Loyal Customers,1
13822,6,2,632.0,5,2,3,10,New / Potential,1
13823,19,7,3403.4500000000003,5,4,5,14,Champions,1
13824,33,12,3314.76,4,5,5,14,Champions,1
13825,622,2,255.59,1,2,1,4,Other,0
13826,176,1,189.5,3,1,1,5,Other,0
13827,58,3,409.8,4,3,2,9,Other,0
13828,22,1,209.49,4,1,1,6,New / Potential,0
13829,421,1,102.0,1,1,1,3,Other,0
13830,582,1,156.85000000000002,1,1,1,3,Other,0
13831,16,18,6585.54,5,5,5,15,Champions,1
13832,19,2,609.89,5,2,3,10,New / Potential,0
13833,159,2,700.41,3,2,3,8,Other,0
13834,577,2,324.19,1,2,2,5,Other,0
13835,25,7,1095.27,4,4,3,11,Loyal Customers,1
13836,399,2,620.37,2,2,3,7,Other,0
13837,212,2,266.59000000000003,2,2,1,5,Other,0
13838,6,10,1690.07,5,5,4,14,Champions,1
13839,486,1,139.95000000000002,1,1,1,3,Other,0
13840,416,1,651.4,1,1,3,5,Other,0
13841,253,1,85.0,2,1,1,4,Other,0
13842,59,18,5319.34,4,5,5,14,Champions,1
13843,381,1,319.75,2,1,2,5,Other,0
13844,11,1,361.62,5,1,2,8,New / Potential,0
13845,65,1,312.98,3,1,2,6,Other,0
13846,25,4,1307.79,4,3,4,11,High Value Customers,1
13847,720,1,310.72,1,1,2,4,Other,0
13848,92,8,3015.0,3,4,5,12,Loyal Customers,1
13849,52,5,3469.3,4,4,5,13,Champions,1
13850,129,1,1595.48,3,1,4,8,High Value Customers,0
13851,96,8,4606.46,3,4,5,12,Loyal Customers,1
13852,611,1,187.35000000000002,1,1,1,3,Other,0
13853,57,1,1090.1399999999999,4,1,3,8,New / Potential,0
13854,9,39,11944.56,5,5,5,15,Champions,1
13855,501,4,1310.3400000000001,1,3,4,8,At Risk,0
13856,169,11,1142.03,3,5,3,11,Loyal Customers,1
13857,393,6,1001.01,2,4,3,9,At Risk,0
13858,57,1,216.17000000000002,4,1,1,6,New / Potential,0
13859,326,2,515.86,2,2,2,6,Other,0
13860,1,5,1245.9,5,4,4,13,Champions,1
13861,429,2,273.26,1,2,1,4,Other,0
13862,18,9,2556.09,5,5,4,14,Champions,1
13863,248,4,1239.55,2,3,4,9,At Risk,0
13864,387,1,662.4000000000001,2,1,3,6,Other,0
13865,58,4,501.56,4,3,2,9,Other,0
13866,74,1,145.67,3,1,1,5,Other,0
13867,31,3,1005.09,4,3,3,10,Other,0
13868,7,2,3192.54,5,2,5,12,High Value Customers,1
13869,123,10,7996.87,3,5,5,13,Loyal Customers,1
13870,2,15,5712.08,5,5,5,15,Champions,1
13871,23,17,7885.85,4,5,5,14,Champions,1
13872,527,3,919.57,1,3,3,7,At Risk,0
13873,120,8,1038.92,3,4,3,10,Loyal Customers,1
13874,358,7,2049.15,2,4,4,10,At Risk,0
13875,54,14,4814.37,4,5,5,14,Champions,1
13876,64,1,122.7,3,1,1,5,Other,0
13877,86,3,449.68,3,3,2,8,Other,0
13878,55,4,2416.9,4,3,4,11,High Value Customers,1
13879,646,1,395.5,1,1,2,4,Other,0
13880,21,17,4293.86,4,5,5,14,Champions,1
13881,4,43,45179.1,5,5,5,15,Champions,1
13882,3,5,1191.13,5,4,3,12,Loyal Customers,1
13883,11,15,6560.02,5,5,5,15,Champions,1
13884,7,10,1825.03,5,5,4,14,Champions,1
13885,189,2,506.8,3,2,2,7,Other,0
13886,71,1,243.56,3,1,1,5,Other,0
13887,204,1,349.55,2,1,2,5,Other,0
13888,120,7,2001.5900000000001,3,4,4,11,Loyal Customers,1
13889,93,6,1991.23,3,4,4,11,Loyal Customers,1
13890,1,14,2927.38,5,5,5,15,Champions,1
13891,378,3,859.21,2,3,3,8,At Risk,0
13892,27,6,1267.65,4,4,4,12,Champions,1
13893,298,1,821.1,2,1,3,6,Other,0
13894,24,3,564.62,4,3,2,9,Other,0
13895,28,6,4008.52,4,4,5,13,Champions,1
13896,626,1,388.55,1,1,2,4,Other,0
13897,50,3,1160.72,4,3,3,10,Other,0
13898,326,2,686.4,2,2,3,7,Other,0
13899,16,2,388.52,5,2,2,9,New / Potential,0
13900,183,6,1610.5900000000001,3,4,4,11,Loyal Customers,1
13901,72,15,5676.34,3,5,5,13,Loyal Customers,1
13902,632,5,34095.26,1,4,5,10,At Risk,1
13903,400,1,165.45000000000002,2,1,1,4,Other,0
13904,37,2,332.64,4,2,2,8,New / Potential,0
13905,733,1,312.65,1,1,2,4,Other,0
13906,409,1,42.0,2,1,1,4,Other,0
13907,692,1,136.8,1,1,1,3,Other,0
13908,80,4,2369.55,3,3,4,10,High Value Customers,1
13909,423,2,282.85,1,2,1,4,Other,0
13911,57,20,4234.99,4,5,5,14,Champions,1
13912,424,1,124.95,1,1,1,3,Other,0
13913,507,1,42.22,1,1,1,3,Other,0
13914,12,2,626.45,5,2,3,10,New / Potential,0
13915,394,1,70.80000000000001,2,1,1,4,Other,0
13916,464,4,1275.81,1,3,4,8,At Risk,0
13917,50,2,272.04,4,2,1,7,New / Potential,0
13918,50,2,1212.8400000000001,4,2,3,9,New / Potential,0
13919,59,4,1360.68,4,3,4,11,High Value Customers,1
13920,432,4,1774.68,1,3,4,8,At Risk,0
13921,402,4,730.7,2,3,3,8,At Risk,0
13922,352,3,865.2,2,3,3,8,At Risk,0
13923,54,1,351.13,4,1,2,7,New / Potential,0
13924,2,6,1838.8500000000001,5,4,4,13,Champions,1
13925,93,4,678.25,3,3,3,9,Other,0
13926,23,1,223.85000000000002,4,1,1,6,New / Potential,0
13927,75,2,708.26,3,2,3,8,Other,0
13928,11,4,464.57,5,3,2,10,Other,1
13929,169,11,3494.1,3,5,5,13,Loyal Customers,1
13930,58,2,337.34,4,2,2,8,New / Potential,0
13931,96,11,5257.38,3,5,5,13,Loyal Customers,1
13932,295,1,307.4,2,1,2,5,Other,0
13933,109,2,608.79,3,2,2,7,Other,0
13934,264,1,922.1,2,1,3,6,Other,0
13935,597,3,6116.92,1,3,5,9,At Risk,0
13936,180,3,939.6600000000001,3,3,3,9,Other,0
13937,169,2,880.13,3,2,3,8,Other,0
13938,35,1,71.66,4,1,1,6,New / Potential,0
13939,23,7,1560.96,4,4,4,12,Champions,1
13940,17,4,839.14,5,3,3,11,Other,1
13941,22,15,10027.18,4,5,5,14,Champions,1
13942,535,1,320.0,1,1,2,4,Other,0
13943,578,1,246.54000000000002,1,1,1,3,Other,0
13944,653,1,200.43,1,1,1,3,Other,0
13945,395,2,854.1500000000001,2,2,3,7,Other,0
13946,79,6,1876.23,3,4,4,11,Loyal Customers,1
13947,65,1,90.60000000000001,3,1,1,5,Other,0
13948,361,4,548.76,2,3,2,7,At Risk,0
13949,3,6,2427.32,5,4,4,13,Champions,1
13950,11,4,745.0600000000001,5,3,3,11,Other,1
13951,176,3,674.45,3,3,3,9,Other,0
13952,218,14,12823.521,2,5,5,12,At Risk,1
13953,7,12,6640.68,5,5,5,15,Champions,1
13954,2,2,439.92,5,2,2,9,New / Potential,1
13955,154,3,544.0699999999999,3,3,2,8,Other,0
13956,5,5,1019.27,5,4,3,12,Loyal Customers,1
13957,418,3,458.25,1,3,2,6,At Risk,0
13958,380,8,4709.2300000000005,2,4,5,11,At Risk,1
13959,79,6,1064.77,3,4,3,10,Loyal Customers,1
13960,21,2,230.22,4,2,1,7,New / Potential,0
13961,392,1,538.4,2,1,2,5,Other,0
13962,22,3,362.8,4,3,2,9,Other,0
13963,308,17,2860.57,2,5,4,11,At Risk,1
13964,387,2,438.9,2,2,2,6,Other,0
13965,477,3,996.61,1,3,3,7,At Risk,0
13966,435,1,384.26,1,1,2,4,Other,0
13967,146,2,166.3,3,2,1,6,Other,0
13968,423,1,123.66,1,1,1,3,Other,0
13969,7,35,12973.460000000001,5,5,5,15,Champions,1
13970,386,2,846.55,2,2,3,7,Other,0
13971,19,14,4667.57,5,5,5,15,Champions,1
13972,71,2,190.25,3,2,1,6,Other,0
13973,287,1,264.7,2,1,1,4,Other,0
13974,49,2,677.72,4,2,3,9,New / Potential,0
13975,31,12,5256.4,4,5,5,14,Champions,1
13976,207,4,1192.3600000000001,2,3,3,8,At Risk,0
13977,411,1,519.8100000000001,1,1,2,4,Other,0
13978,15,2,196.79,5,2,1,8,New / Potential,0
13979,73,7,3379.93,3,4,5,12,Loyal Customers,1
13980,60,5,768.8199999999999,3,4,3,10,Loyal Customers,0
13981,416,1,331.14,1,1,2,4,Other,0
13982,39,9,3954.29,4,5,5,14,Champions,1
13983,30,21,6753.89,4,5,5,14,Champions,1
13984,27,12,1893.8,4,5,4,13,Champions,1
13985,4,22,10020.86,5,5,5,15,Champions,1
13986,17,1,320.46,5,1,2,8,New / Potential,0
13987,380,2,682.54,2,2,3,7,Other,0
13988,20,8,4757.8,4,4,5,13,Champions,1
13989,66,5,2026.06,3,4,4,11,Loyal Customers,1
13990,213,1,311.3,2,1,2,5,Other,0
13991,12,6,852.88,5,4,3,12,Loyal Customers,1
13992,30,3,219.5,4,3,1,8,Other,0
13993,43,19,6775.71,4,5,5,14,Champions,1
13994,4,6,2274.14,5,4,4,13,Champions,1
13995,15,14,3902.01,5,5,5,15,Champions,1
13996,386,2,895.76,2,2,3,7,Other,0
13997,519,3,376.46,1,3,2,6,At Risk,0
13998,447,3,566.7,1,3,2,6,At Risk,0
13999,10,29,9502.26,5,5,5,15,Champions,1
14000,211,5,2046.34,2,4,4,10,At Risk,0
14001,46,9,4228.85,4,5,5,14,Champions,1
14002,134,2,529.73,3,2,2,7,Other,0
14003,733,1,209.41,1,1,1,3,Other,0
14004,43,11,6258.45,4,5,5,14,Champions,1
14005,10,5,2874.72,5,4,4,13,Champions,1
14006,116,7,2196.67,3,4,4,11,Loyal Customers,1
14007,513,1,79.48,1,1,1,3,Other,0
14008,432,1,509.04,1,1,2,4,Other,0
14009,198,3,1099.91,2,3,3,8,At Risk,0
14010,565,2,445.15,1,2,2,5,Other,0
14011,480,2,457.82,1,2,2,5,Other,0
14012,278,1,328.8,2,1,2,5,Other,0
14013,110,5,1084.57,3,4,3,10,Loyal Customers,0
14014,77,3,1948.21,3,3,4,10,High Value Customers,0
14015,53,1,917.34,4,1,3,8,New / Potential,0
14016,162,11,11403.41,3,5,5,13,Loyal Customers,1
14017,571,1,229.75,1,1,1,3,Other,0
14018,645,1,367.15,1,1,2,4,Other,0
14019,47,3,1421.6100000000001,4,3,4,11,High Value Customers,0
14020,17,4,1249.01,5,3,4,12,High Value Customers,1
14021,155,7,1716.58,3,4,4,11,Loyal Customers,1
14022,225,2,792.15,2,2,3,7,Other,0
14023,7,2,584.07,5,2,2,9,New / Potential,1
14024,122,3,645.74,3,3,3,9,Other,0
14025,465,8,4057.9,1,4,5,10,At Risk,1
14026,471,2,713.11,1,2,3,6,Other,0
14027,61,1,104.82,3,1,1,5,Other,0
14028,550,3,10396.5,1,3,5,9,At Risk,0
14029,63,2,467.66,3,2,2,7,Other,0
14030,18,20,7521.8,5,5,5,15,Champions,1
14031,7,44,39019.51,5,5,5,15,Champions,1
14032,2,16,4546.41,5,5,5,15,Champions,1
14033,555,1,109.44,1,1,1,3,Other,0
14034,22,3,648.89,4,3,3,10,Other,0
14035,29,9,2794.75,4,5,4,13,Champions,1
14036,285,1,626.65,2,1,3,6,Other,0
14037,176,6,836.95,3,4,3,10,Loyal Customers,0
14038,78,5,3069.88,3,4,5,12,Loyal Customers,1
14039,33,2,267.28000000000003,4,2,1,7,New / Potential,0
14040,41,35,12523.81,4,5,5,14,Champions,1
14041,266,1,141.41,2,1,1,4,Other,0
14042,725,1,431.98,1,1,2,4,Other,0
14043,491,2,302.59999999999997,1,2,2,5,Other,0
14044,27,10,3077.7,4,5,5,14,Champions,1
14045,109,16,10986.63,3,5,5,13,Loyal Customers,1
14046,284,1,154.99,2,1,1,4,Other,0
14047,9,14,3968.11,5,5,5,15,Champions,1
14048,305,3,748.69,2,3,3,8,At Risk,0
14049,17,13,13023.4,5,5,5,15,Champions,1
14050,32,2,746.36,4,2,3,9,New / Potential,0
14051,1,37,21770.98,5,5,5,15,Champions,1
14052,20,2,466.66,4,2,2,8,New / Potential,0
14053,124,4,572.3,3,3,2,8,Other,0
14054,65,1,92.46000000000001,3,1,1,5,Other,0
14055,106,3,1520.96,3,3,4,10,High Value Customers,0
14056,1,23,8152.71,5,5,5,15,Champions,1
14057,24,22,8346.66,4,5,5,14,Champions,1
14058,463,2,469.19,1,2,2,5,Other,0
14059,267,1,183.6,2,1,1,4,Other,0
14060,5,30,8898.24,5,5,5,15,Champions,1
14061,507,3,917.4300000000001,1,3,3,7,At Risk,0
14062,10,24,25585.65,5,5,5,15,Champions,1
14063,438,9,22710.2,1,5,5,11,At Risk,1
14064,29,15,3260.2400000000002,4,5,5,14,Champions,1
14065,389,3,891.02,2,3,3,8,At Risk,0
14066,267,1,152.55,2,1,1,4,Other,0
14067,64,2,374.7,3,2,2,7,Other,0
14068,320,4,1516.72,2,3,4,9,At Risk,0
14069,515,2,225.81,1,2,1,4,Other,0
14070,685,1,321.6,1,1,2,4,Other,0
14071,4,8,1437.57,5,4,4,13,Champions,1
14072,667,1,390.85,1,1,2,4,Other,0
14073,32,1,151.04,4,1,1,6,New / Potential,0
14074,623,1,219.4,1,1,1,3,Other,0
14075,5,6,1734.87,5,4,4,13,Champions,1
14076,129,1,118.67,3,1,1,5,Other,0
14077,41,6,615.08,4,4,3,11,Loyal Customers,1
14078,102,9,1553.47,3,5,4,12,Loyal Customers,1
14079,125,2,618.73,3,2,3,8,Other,0
14080,33,5,1115.68,4,4,3,11,Loyal Customers,1
14081,302,10,4867.57,2,5,5,12,At Risk,1
14082,365,2,413.36,2,2,2,6,Other,0
14083,4,11,1082.19,5,5,3,13,Loyal Customers,1
14084,512,1,150.5,1,1,1,3,Other,0
14085,2,33,9720.67,5,5,5,15,Champions,1
14086,463,1,39.95,1,1,1,3,Other,0
14087,3,3,829.47,5,3,3,11,Other,1
14088,10,16,64036.8,5,5,5,15,Champions,1
14089,57,1,158.75,4,1,1,6,New / Potential,0
14090,325,1,76.32000000000001,2,1,1,4,Other,0
14091,654,2,9530.08,1,2,5,8,Other,0
14092,8,24,7229.45,5,5,5,15,Champions,1
14093,12,1,433.86,5,1,2,8,New / Potential,0
14094,440,1,311.77,1,1,2,4,Other,0
14095,723,1,2.95,1,1,1,3,Other,0
14096,4,17,65164.79,5,5,5,15,Champions,1
14097,481,2,422.86,1,2,2,5,Other,0
14098,37,1,147.35,4,1,1,6,New / Potential,0
14099,16,20,5750.91,5,5,5,15,Champions,1
14100,138,1,191.95,3,1,1,5,Other,0
14101,74,13,9961.93,3,5,5,13,Loyal Customers,1
