Customer_ID,LastPurchase,FirstPurchase,Frequency,Monetary,TotalQuantity,UniqueProducts,AverageOrderValue,Recency,CustomerLifetimeDays,Churn,Segment,RFM_Score,Cluster,ChurnProbability,RiskLevel
14067,2011-10-07 10:21:00,2011-09-04 12:00:00,2,374.7,361,51,7.2057692307692305,64,32,0,Other,7,0,0.15666666666666668,Low Risk
14068,2011-01-23 16:02:00,2010-01-31 10:10:00,4,1516.72,510,93,14.043703703703704,320,357,1,At Risk,9,0,0.89,High Risk
14069,2010-07-13 12:12:00,2010-05-27 12:30:00,2,225.81,58,37,5.507560975609756,515,46,1,Other,4,0,0.96,High Risk
14070,2010-01-24 12:27:00,2010-01-24 12:27:00,1,321.6,85,40,7.843902439024391,685,0,1,Other,4,0,0.9266666666666666,High Risk
14071,2011-12-06 12:27:00,2011-03-20 11:33:00,8,1437.57,994,271,4.450681114551084,4,261,0,Champions,13,1,0.19333333333333333,Low Risk
14072,2010-02-11 12:31:00,2010-02-11 12:31:00,1,390.85,65,19,20.571052631578947,667,0,1,Other,4,0,0.79,High Risk
14073,2011-11-07 15:49:00,2011-11-07 15:49:00,1,151.04,130,13,11.618461538461538,32,0,0,New / Potential,6,0,0.25666666666666665,Low Risk
14074,2010-03-26 13:55:00,2010-03-26 13:55:00,1,219.4,228,6,36.56666666666667,623,0,1,Other,3,0,0.8515815964837657,High Risk
14075,2011-12-05 08:38:00,2010-06-16 14:47:00,6,1734.87,1494,59,21.41814814814815,5,536,0,Champions,13,1,0.19333333333333333,Low Risk
14076,2011-08-02 15:19:00,2011-08-02 15:19:00,1,118.67,79,43,2.6970454545454547,129,0,1,Other,5,0,0.9333333333333333,High Risk
14077,2011-10-30 12:35:00,2010-11-09 16:01:00,6,615.08,376,43,10.983571428571429,41,354,0,Loyal Customers,11,1,0.68,High Risk
14078,2011-08-30 12:16:00,2010-03-28 15:05:00,9,1553.47,586,107,10.49641891891892,102,519,1,Loyal Customers,12,1,0.8366666666666667,High Risk
14079,2011-08-07 12:10:00,2010-01-26 17:19:00,2,618.73,302,13,47.59461538461539,125,557,1,Other,8,0,0.21333333333333335,Low Risk
14080,2011-11-07 11:09:00,2009-12-02 15:01:00,5,1115.68,268,74,13.441927710843375,33,704,0,Loyal Customers,11,1,0.09,Low Risk
14081,2011-02-10 16:17:00,2009-12-10 18:27:00,10,4867.57,3381,465,5.767263033175355,302,426,1,At Risk,12,1,0.6933333333333334,High Risk
14082,2010-12-10 11:02:00,2010-11-12 11:47:00,2,413.36,246,48,6.359384615384616,365,27,1,Other,6,0,0.8266666666666667,High Risk
14083,2011-12-05 13:14:00,2009-12-18 11:34:00,11,1082.19,760,169,5.849675675675676,4,717,0,Loyal Customers,13,1,0.023333333333333334,Low Risk
14084,2010-07-15 14:36:00,2010-07-15 14:36:00,1,150.5,306,7,21.5,512,0,1,Other,3,0,0.61,High Risk
14085,2011-12-07 13:46:00,2009-12-08 13:41:00,33,9720.67,6434,479,9.302076555023923,2,729,0,Champions,15,1,0.0,Low Risk
14086,2010-09-03 10:52:00,2010-09-03 10:52:00,1,39.95,1,1,39.95,463,0,1,Other,3,0,0.9966666666666667,High Risk
14087,2011-12-07 12:41:00,2009-12-04 15:27:00,3,829.47,718,175,3.8942253521126764,3,732,0,Other,11,1,0.05333333333333334,Low Risk
14088,2011-11-29 16:16:00,2010-10-14 19:46:00,16,64036.8,15276,436,93.89560117302054,10,410,0,Champions,15,1,0.11,Low Risk
14089,2011-10-14 10:38:00,2011-10-14 10:38:00,1,158.75,133,13,12.211538461538462,57,0,0,New / Potential,6,0,0.19333333333333333,Low Risk
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,1,76.32000000000001,72,1,76.32000000000001,325,0,1,Other,4,0,1.0,High Risk
14091,2010-02-23 15:17:00,2010-01-10 13:41:00,2,9530.08,3316,13,733.0830769230769,654,44,1,Other,8,0,0.9033333333333333,High Risk
14092,2011-12-02 12:13:00,2009-12-16 16:24:00,24,7229.45,3606,169,19.381903485254693,8,715,0,Champions,15,1,0.0,Low Risk
14093,2011-11-27 16:27:00,2011-11-27 16:27:00,1,433.86,391,95,4.3386000000000005,12,0,0,New / Potential,8,0,0.18,Low Risk
14094,2010-09-26 11:58:00,2010-09-26 11:58:00,1,311.77,158,41,7.250465116279069,440,0,1,Other,4,0,0.95,High Risk
14095,2009-12-17 12:49:00,2009-12-17 12:49:00,1,2.95,1,1,2.95,723,0,1,Other,3,0,0.9066666666666666,High Risk
14096,2011-12-05 17:17:00,2011-08-30 10:49:00,17,65164.79,16352,1119,12.749909998043435,4,97,0,Champions,15,1,0.1,Low Risk
14097,2010-08-15 14:20:00,2010-03-04 10:46:00,2,422.86,352,39,10.5715,481,164,1,Other,5,0,0.8866666666666667,High Risk
14098,2011-11-03 10:13:00,2011-11-03 10:13:00,1,147.35,104,21,7.016666666666667,37,0,0,New / Potential,6,0,0.99,High Risk
14099,2011-11-23 13:53:00,2009-12-10 11:55:00,20,5750.91,3666,273,11.038214971209213,16,713,0,Champions,15,1,0.0,Low Risk
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,1,191.95,63,24,7.678,138,0,1,Other,5,0,0.9966666666666667,High Risk
14101,2011-09-27 12:28:00,2010-03-28 13:36:00,13,9961.93,10542,19,110.68811111111111,74,547,0,Loyal Customers,13,1,0.09666666666666666,Low Risk
14102,2011-12-04 15:38:00,2011-10-26 12:46:00,5,1105.8799999999999,769,35,19.066896551724135,5,39,0,Loyal Customers,12,1,0.20333333333333334,Low Risk
14104,2011-07-08 12:50:00,2010-05-28 16:11:00,5,743.53,496,117,5.507629629629629,155,405,1,Loyal Customers,10,0,0.8233333333333334,High Risk
14105,2011-04-14 17:58:00,2009-12-18 16:57:00,5,5988.83,3534,200,21.465340501792113,239,482,1,At Risk,11,1,0.7766666666666666,High Risk
14106,2009-12-02 14:09:00,2009-12-02 14:09:00,1,214.8,24,1,214.8,737,0,1,Other,3,0,0.9333333333333333,High Risk
14107,2011-10-19 12:12:00,2009-12-09 14:20:00,11,4877.3,3489,102,20.666525423728814,52,678,0,Champions,14,1,0.0033333333333333335,Low Risk
14108,2011-11-09 10:41:00,2009-12-01 18:07:00,4,1044.96,660,49,20.095384615384617,31,707,0,Other,10,1,0.01,Low Risk
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,1,144.2,88,9,16.022222222222222,73,0,0,Other,5,0,0.25666666666666665,Low Risk
14110,2011-12-06 12:26:00,2009-12-01 09:50:00,33,12987.95,5825,177,32.55125313283208,4,735,0,Champions,15,1,0.0,Low Risk
14111,2011-11-25 13:44:00,2011-04-12 11:36:00,4,692.85,458,10,69.285,14,227,0,Other,11,1,0.2966666666666667,Low Risk
14112,2011-11-17 12:30:00,2010-02-23 14:16:00,13,5834.59,3539,199,17.897515337423314,23,631,0,Champions,14,1,0.006666666666666667,Low Risk
14113,2011-12-06 12:18:00,2009-12-08 07:42:00,16,7092.610000000001,3439,76,58.136147540983615,4,728,0,Champions,15,1,0.013333333333333334,Low Risk
14114,2011-03-11 09:42:00,2010-04-12 11:07:00,7,1364.09,650,72,18.43364864864865,274,332,1,At Risk,10,0,0.9033333333333333,High Risk
14115,2010-07-26 12:36:00,2010-02-11 11:44:00,2,622.67,509,22,28.303181818181816,502,165,1,Other,6,0,0.8833333333333333,High Risk
14116,2011-11-20 10:29:00,2011-08-10 12:44:00,5,1382.74,707,61,19.204722222222223,20,101,0,Champions,12,1,0.12666666666666668,Low Risk
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,1,90.0,72,3,30.0,144,0,1,Other,5,0,0.9,High Risk
14118,2010-10-07 11:59:00,2010-10-07 11:59:00,1,458.45,97,15,30.563333333333333,429,0,1,Other,4,0,0.5766666666666667,Medium Risk
14119,2010-11-29 10:33:00,2009-12-21 14:52:00,2,183.37,177,11,16.67,376,342,1,Other,5,0,0.8666666666666667,High Risk
14121,2011-12-06 12:19:00,2011-10-11 10:39:00,4,2780.15,2082,148,17.485220125786164,4,56,0,High Value Customers,12,1,0.17,Low Risk
14122,2010-10-29 15:11:00,2009-12-02 14:22:00,3,362.42,114,12,27.87846153846154,406,331,1,At Risk,7,0,0.6566666666666666,High Risk
14123,2009-12-06 15:35:00,2009-12-06 15:35:00,1,436.18,234,24,18.174166666666668,733,0,1,Other,4,0,0.9,High Risk
14124,2011-09-16 13:32:00,2011-09-16 13:32:00,1,419.58,1618,4,83.916,84,0,0,Other,6,0,0.25,Low Risk
14125,2011-11-29 12:47:00,2011-09-22 15:40:00,3,2720.63,1628,159,16.38933734939759,11,67,0,High Value Customers,12,1,0.1,Low Risk
14126,2011-12-02 11:45:00,2010-09-21 14:51:00,4,1172.46,887,37,27.26651162790698,8,436,0,Other,11,1,0.2733333333333333,Low Risk
14127,2011-08-09 10:49:00,2010-10-10 11:53:00,6,1900.0800000000002,828,96,16.240000000000002,123,302,1,Loyal Customers,11,1,0.91,High Risk
14128,2011-10-10 12:00:00,2010-06-06 14:05:00,3,924.21,814,50,14.218615384615385,61,490,0,Other,9,0,0.2966666666666667,Low Risk
14129,2011-12-08 11:02:00,2010-05-09 14:54:00,9,2591.34,1414,40,23.77376146788991,2,577,0,Champions,14,1,0.46,Medium Risk
14130,2011-01-24 16:05:00,2009-12-11 16:33:00,4,1858.77,1215,189,8.448954545454546,319,408,1,At Risk,9,0,0.71,High Risk
14131,2010-03-01 11:59:00,2010-03-01 11:59:00,1,168.22,105,45,3.65695652173913,649,0,1,Other,3,0,0.8733333333333333,High Risk
14132,2011-12-07 13:35:00,2011-06-09 12:04:00,11,3586.03,3368,100,17.93015,2,181,0,Champions,15,1,0.3233333333333333,Medium Risk
14133,2011-08-02 11:34:00,2009-12-06 12:10:00,4,911.14,398,33,25.309444444444445,130,603,1,Other,9,0,0.66,High Risk
14134,2010-11-22 12:26:00,2009-12-10 09:25:00,15,11123.35,5814,130,61.79638888888889,383,347,1,At Risk,12,1,0.76,High Risk
14135,2011-12-08 11:38:00,2009-12-02 08:58:00,24,8839.67,8534,138,40.363789954337896,2,736,0,Champions,15,1,0.006666666666666667,Low Risk
14136,2010-11-04 11:53:00,2009-12-08 09:19:00,5,1570.81,1148,86,14.818962264150944,401,331,1,At Risk,10,0,0.8733333333333333,High Risk
14137,2010-01-13 12:30:00,2010-01-13 12:30:00,1,332.7,462,11,30.245454545454546,696,0,1,Other,4,0,0.89,High Risk
14138,2011-12-08 12:44:00,2011-10-07 09:38:00,2,965.88,600,40,20.997391304347826,2,62,0,New / Potential,10,1,0.59,Medium Risk
14139,2011-10-24 13:34:00,2010-06-15 09:17:00,4,1086.8,1049,48,15.75072463768116,46,496,0,Other,10,1,0.12,Low Risk
14140,2011-12-06 09:05:00,2011-11-08 11:20:00,2,935.05,811,60,14.167424242424241,4,27,0,New / Potential,10,1,0.22666666666666666,Low Risk
14141,2011-12-07 09:53:00,2011-08-26 14:40:00,4,915.13,355,27,22.87825,3,102,0,Other,11,1,0.2866666666666667,Low Risk
14142,2010-12-01 16:33:00,2010-03-03 15:13:00,2,671.34,518,42,15.257727272727273,373,273,1,Other,7,0,0.67,High Risk
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,1,115.8,30,7,16.54285714285714,134,0,1,Other,5,0,0.9,High Risk
14144,2010-08-10 15:17:00,2010-08-10 15:17:00,1,30.6,12,1,30.6,486,0,1,Other,3,0,0.8333333333333334,High Risk
14145,2011-10-24 12:10:00,2010-04-08 09:47:00,7,7600.05,1655,11,304.002,47,564,0,Champions,13,1,0.6333333333333333,High Risk
14146,2011-12-01 10:18:00,2010-01-13 16:04:00,12,9450.3,5780,337,20.724342105263155,9,686,0,Champions,15,1,0.0033333333333333335,Low Risk
14147,2011-09-22 18:10:00,2010-03-09 13:43:00,9,2590.2,995,24,86.33999999999999,78,562,0,Loyal Customers,12,1,0.13,Low Risk
14148,2011-04-20 12:02:00,2010-10-21 14:08:00,2,466.29,223,15,27.428823529411765,234,180,1,Other,6,0,0.9433333333333334,High Risk
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,1,446.62,218,28,15.950714285714286,221,0,1,Other,5,0,0.8433333333333334,High Risk
14150,2011-11-04 10:05:00,2010-12-15 10:04:00,2,658.64,496,23,25.33230769230769,36,324,0,New / Potential,9,0,0.25333333333333335,Low Risk
14151,2010-02-04 15:35:00,2009-12-23 10:54:00,2,679.45,405,44,15.442045454545456,673,43,1,Other,6,0,0.7766666666666666,High Risk
14152,2011-09-25 12:54:00,2010-02-18 13:57:00,7,1997.3400000000001,1844,104,15.017593984962406,75,583,0,Loyal Customers,11,1,0.08,Low Risk
14153,2010-08-13 14:35:00,2010-08-13 14:35:00,1,233.39999999999998,312,17,13.729411764705882,483,0,1,Other,3,0,0.7933333333333333,High Risk
14154,2011-04-14 16:26:00,2010-01-13 12:47:00,8,6460.7,3222,236,22.12568493150685,239,456,1,At Risk,11,1,0.66,High Risk
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,1,118.75,25,6,19.791666666666668,266,0,1,Other,4,0,0.9566666666666667,High Risk
14156,2011-11-30 10:54:00,2009-12-01 12:30:00,156,313437.62,164325,1446,77.62199603764239,10,728,0,Champions,15,1,0.0,Low Risk
14157,2011-11-20 11:32:00,2010-03-03 16:49:00,5,978.69,521,75,11.514000000000001,20,626,0,Loyal Customers,11,1,0.05333333333333334,Low Risk
14158,2011-10-30 15:08:00,2011-10-30 15:08:00,1,507.65999999999997,781,41,12.381951219512194,40,0,0,New / Potential,7,0,0.21,Low Risk
14159,2011-11-20 12:36:00,2009-12-03 12:31:00,20,7860.8,6520,706,4.281481481481482,20,717,0,Champions,14,1,0.0,Low Risk
14160,2010-04-08 14:30:00,2010-01-10 12:06:00,7,8421.47,4661,80,78.70532710280374,610,88,1,At Risk,10,1,0.7766666666666666,High Risk
14161,2011-05-08 11:41:00,2009-12-13 11:46:00,7,2996.93,1480,202,10.819241877256317,216,510,1,At Risk,11,1,0.78,High Risk
14162,2011-06-19 11:36:00,2011-02-20 12:32:00,2,289.36,142,25,11.5744,174,118,1,Other,7,0,0.8133333333333334,High Risk
14163,2011-09-13 15:18:00,2010-09-03 17:15:00,5,2594.62,950,42,44.7348275862069,87,374,0,Loyal Customers,11,1,0.17666666666666667,Low Risk
14164,2011-09-30 12:24:00,2011-09-20 12:18:00,2,1631.77,1033,28,56.26793103448276,71,10,0,High Value Customers,9,0,0.49333333333333335,Medium Risk
14165,2011-03-09 12:39:00,2011-03-09 12:39:00,1,120.44,53,23,5.0183333333333335,276,0,1,Other,4,0,0.9666666666666667,High Risk
14166,2010-07-22 19:42:00,2010-03-23 15:10:00,2,251.15,82,39,4.924509803921569,505,121,1,Other,4,0,0.9466666666666667,High Risk
14167,2011-10-31 14:29:00,2010-01-27 16:07:00,8,1274.29,340,48,11.080782608695651,39,641,0,Champions,12,1,0.18666666666666668,Low Risk
14168,2010-10-15 10:49:00,2010-05-24 12:28:00,2,370.45,147,11,24.696666666666665,421,143,1,Other,5,0,0.9,High Risk
14169,2010-10-05 08:45:00,2010-09-21 13:39:00,2,621.51,205,50,9.71109375,431,13,1,Other,6,0,0.5966666666666667,Medium Risk
14170,2010-11-29 13:10:00,2010-11-09 14:06:00,3,570.18,270,123,3.9322758620689653,375,19,1,At Risk,7,0,0.77,High Risk
14171,2011-09-02 16:43:00,2009-12-09 13:50:00,2,498.79,211,61,7.79359375,98,632,1,Other,7,0,0.13333333333333333,Low Risk
14172,2010-04-13 13:26:00,2010-03-07 10:58:00,3,369.02,78,38,8.386818181818182,605,37,1,At Risk,6,0,0.8233333333333334,High Risk
14173,2011-11-29 11:54:00,2009-12-09 12:46:00,6,586.0,194,30,17.757575757575758,11,719,0,Loyal Customers,11,1,0.07666666666666666,Low Risk
14174,2011-11-06 13:17:00,2011-11-06 13:17:00,1,134.46,94,26,5.171538461538462,33,0,0,New / Potential,6,0,0.31333333333333335,Medium Risk
14175,2011-10-11 11:55:00,2010-03-22 10:43:00,8,7678.88,3009,237,23.1990332326284,60,568,0,Loyal Customers,12,1,0.09333333333333334,Low Risk
14176,2011-02-15 13:12:00,2010-11-23 13:21:00,5,756.46,265,33,20.444864864864865,297,83,1,At Risk,9,0,0.6033333333333334,High Risk
14177,2011-09-14 15:11:00,2010-02-26 11:59:00,13,2209.69,1043,141,10.778975609756097,86,565,0,Loyal Customers,12,1,0.1,Low Risk
14178,2011-12-01 12:01:00,2011-06-10 12:51:00,7,1600.26,1494,191,5.032264150943396,9,173,0,Champions,13,1,0.09333333333333334,Low Risk
14179,2011-10-30 12:07:00,2011-10-18 14:00:00,2,701.57,319,135,4.46859872611465,41,11,0,New / Potential,9,0,0.20666666666666667,Low Risk
14180,2011-11-29 10:56:00,2010-06-09 14:56:00,33,6117.5,847,125,21.16782006920415,11,537,0,Champions,15,1,0.11333333333333333,Low Risk
14181,2010-10-25 08:27:00,2010-05-26 12:32:00,2,308.35,120,48,5.929807692307692,411,151,1,Other,5,0,0.96,High Risk
14182,2010-09-22 11:45:00,2010-04-22 15:36:00,4,678.77,174,42,13.5754,444,152,1,At Risk,7,0,0.8966666666666666,High Risk
14183,2010-10-24 14:45:00,2010-08-15 15:36:00,2,278.34000000000003,60,27,8.186470588235295,411,69,1,Other,4,0,0.8,High Risk
14184,2011-10-04 12:43:00,2011-10-04 12:43:00,1,452.89,127,24,18.870416666666667,67,0,0,Other,6,0,0.30333333333333334,Medium Risk
14185,2011-01-12 13:52:00,2011-01-12 13:52:00,1,197.65,6,3,65.88333333333334,331,0,1,Other,4,0,0.9766666666666667,High Risk
14186,2010-10-08 13:30:00,2010-03-05 11:17:00,5,1550.63,1550,75,14.909903846153847,427,217,1,At Risk,9,0,0.7766666666666666,High Risk
14187,2010-08-23 12:06:00,2010-08-23 12:06:00,1,123.5,50,8,15.4375,474,0,1,Other,3,0,0.9533333333333334,High Risk
14188,2011-11-09 12:45:00,2011-02-02 13:46:00,6,2054.36,1162,34,31.605538461538462,31,279,0,Champions,12,1,0.21333333333333335,Low Risk
14189,2011-12-07 15:55:00,2010-11-16 09:28:00,16,5503.150000000001,4392,199,17.92557003257329,2,386,0,Champions,15,1,0.03333333333333333,Low Risk
14190,2010-02-11 14:27:00,2010-02-11 14:27:00,1,79.9,2,1,79.9,666,0,1,Other,3,0,1.0,High Risk
14191,2011-12-08 09:23:00,2009-12-11 10:48:00,15,4817.66,3724,147,18.17984905660377,2,726,0,Champions,15,1,0.0,Low Risk
14192,2010-11-16 17:44:00,2010-11-16 17:44:00,1,293.74,218,14,20.981428571428573,388,0,1,Other,5,0,0.8733333333333333,High Risk
14193,2011-10-03 09:34:00,2010-11-08 12:31:00,3,1210.19,653,49,18.90921875,68,328,0,Other,9,0,0.21,Low Risk
14194,2011-12-05 10:38:00,2010-01-06 12:16:00,36,18670.59,10037,432,19.611964285714286,5,697,0,Champions,15,1,0.0,Low Risk
14195,2011-05-22 10:29:00,2010-03-15 17:12:00,6,2615.6,2144,10,163.475,202,432,1,At Risk,10,1,0.8366666666666667,High Risk
14196,2011-08-25 10:25:00,2011-08-25 10:25:00,1,335.52,142,6,55.919999999999995,107,0,1,Other,6,0,0.9166666666666666,High Risk
14197,2010-10-25 10:01:00,2010-10-25 10:01:00,1,390.05,143,20,19.5025,411,0,1,Other,4,0,0.9166666666666666,High Risk
14198,2011-11-21 16:35:00,2010-01-05 10:07:00,9,1569.73,623,58,17.24978021978022,18,685,0,Champions,14,1,0.02,Low Risk
14199,2011-05-05 13:44:00,2010-06-27 12:13:00,4,1091.7,254,15,60.650000000000006,218,312,1,At Risk,8,0,0.9433333333333334,High Risk
14200,2010-04-01 13:01:00,2010-04-01 13:01:00,1,379.2,140,21,18.057142857142857,617,0,1,Other,4,0,0.6666666666666666,High Risk
14201,2011-10-10 13:27:00,2010-04-30 13:00:00,10,1193.54,806,47,21.70072727272727,60,528,0,Loyal Customers,11,1,0.17666666666666667,Low Risk
14202,2010-11-23 17:13:00,2010-03-25 10:36:00,3,847.76,166,27,29.233103448275862,381,243,1,At Risk,8,0,0.92,High Risk
14203,2010-11-07 13:35:00,2010-11-07 13:35:00,1,339.34,80,16,21.20875,397,0,1,Other,5,0,0.97,High Risk
14204,2011-12-07 13:38:00,2009-12-02 13:26:00,4,1024.83,469,186,4.658318181818181,2,735,0,Other,11,1,0.03,Low Risk
14205,2011-11-23 10:55:00,2010-03-07 12:20:00,9,2414.2,1342,79,19.627642276422762,17,625,0,Champions,14,1,0.016666666666666666,Low Risk
14206,2011-04-14 16:38:00,2010-11-02 11:37:00,3,1185.01,930,62,16.690281690140846,239,163,1,At Risk,8,0,0.9033333333333333,High Risk
14207,2010-01-21 09:33:00,2010-01-21 09:33:00,1,157.8,36,2,78.9,688,0,1,Other,3,0,0.9466666666666667,High Risk
14208,2011-09-06 12:48:00,2010-06-06 13:11:00,2,567.05,529,34,16.20142857142857,95,456,1,Other,7,0,0.7466666666666667,High Risk
14209,2011-11-29 10:18:00,2010-01-22 10:28:00,15,4993.27,1739,133,21.61588744588745,11,675,0,Champions,15,1,0.0,Low Risk
14210,2011-08-26 12:36:00,2010-01-06 10:17:00,16,5556.570000000001,2511,143,17.69608280254777,106,597,1,Loyal Customers,13,1,0.04666666666666667,Low Risk
14211,2011-10-17 13:23:00,2009-12-09 12:48:00,18,4402.29,2575,155,18.342875,53,677,0,Champions,14,1,0.0,Low Risk
14212,2011-09-11 12:45:00,2010-09-20 11:48:00,2,2190.14,2046,18,104.29238095238095,90,356,0,High Value Customers,9,0,0.23333333333333334,Low Risk
14213,2010-10-31 10:37:00,2010-10-31 10:37:00,1,1192.2,244,5,238.44,405,0,1,Other,6,0,0.784639536526777,High Risk
14214,2011-11-09 10:31:00,2011-03-07 12:26:00,5,1004.38,751,64,14.990746268656716,31,246,0,Loyal Customers,11,1,0.19333333333333333,Low Risk
14215,2011-11-28 12:19:00,2009-12-08 09:35:00,9,3250.33,2181,167,17.474892473118278,12,720,0,Champions,15,1,0.006666666666666667,Low Risk
14216,2011-12-06 14:56:00,2010-10-21 15:07:00,5,2150.04,712,65,27.9225974025974,3,410,0,Champions,13,1,0.2,Low Risk
14217,2011-12-08 11:53:00,2010-06-30 12:54:00,23,3298.59,1230,122,18.95741379310345,2,525,0,Champions,15,1,0.12333333333333334,Low Risk
14218,2011-10-28 10:00:00,2011-10-28 10:00:00,1,169.48000000000002,160,12,14.123333333333335,43,0,0,New / Potential,6,0,0.5766666666666667,Medium Risk
14219,2011-12-05 16:23:00,2010-08-03 14:42:00,3,633.83,363,39,14.740232558139535,4,489,0,Other,11,1,0.15333333333333332,Low Risk
14220,2011-04-06 13:23:00,2010-05-19 13:26:00,4,1515.0,468,26,39.86842105263158,247,321,1,At Risk,9,0,0.9,High Risk
14221,2011-10-28 13:42:00,2010-04-06 14:10:00,17,6517.49,3808,166,18.782391930835733,42,569,0,Champions,14,1,0.02,Low Risk
14222,2011-06-15 16:42:00,2011-06-15 16:42:00,1,683.17,607,41,16.662682926829266,177,0,1,Other,7,0,0.8666666666666667,High Risk
14223,2011-09-08 13:38:00,2011-03-20 16:02:00,3,991.13,585,50,16.518833333333333,92,171,1,Other,9,0,0.82,High Risk
14224,2011-08-21 13:24:00,2010-06-13 13:46:00,9,1841.71,826,189,8.042401746724892,110,433,1,Loyal Customers,12,1,0.75,High Risk
14225,2010-10-01 10:32:00,2010-01-12 15:02:00,4,2031.07,1167,70,23.617093023255812,435,261,1,At Risk,8,0,0.51,Medium Risk
14226,2011-11-11 11:34:00,2010-09-24 14:32:00,6,2985.13,1714,89,30.774536082474228,29,412,0,Champions,13,1,0.12333333333333334,Low Risk
14227,2011-11-13 15:48:00,2010-02-08 09:38:00,15,6368.71,4048,246,16.8931299734748,26,643,0,Champions,14,1,0.01,Low Risk
14228,2010-09-28 09:45:00,2010-06-11 12:29:00,3,745.5,260,38,19.61842105263158,438,108,1,At Risk,7,0,0.85,High Risk
14229,2011-10-19 10:04:00,2010-08-25 11:47:00,7,2594.04,934,41,36.028333333333336,52,419,0,Champions,12,1,0.14,Low Risk
14230,2010-09-30 09:07:00,2010-06-09 13:56:00,3,979.8000000000001,246,27,29.69090909090909,436,112,1,At Risk,7,0,0.9433333333333334,High Risk
14231,2011-06-09 11:05:00,2010-09-15 09:52:00,4,1235.6200000000001,610,66,17.90753623188406,184,267,1,High Value Customers,10,0,0.9433333333333334,High Risk
14232,2011-10-28 11:09:00,2011-03-20 12:44:00,5,2048.07,1941,81,17.80930434782609,43,221,0,Champions,12,1,0.21333333333333335,Low Risk
14233,2011-10-21 15:54:00,2010-03-05 16:35:00,7,2904.27,1261,42,39.784520547945206,49,594,0,Champions,12,1,0.12,Low Risk
14234,2011-11-17 17:53:00,2011-10-13 13:58:00,4,754.12,951,122,5.130068027210885,22,35,0,Other,10,1,0.2633333333333333,Low Risk
14235,2011-09-25 14:37:00,2010-03-30 13:36:00,9,4717.99,3014,107,31.87831081081081,75,544,0,Loyal Customers,13,1,0.17333333333333334,Low Risk
14236,2011-09-20 09:13:00,2010-07-22 14:27:00,5,1555.34,774,39,33.092340425531916,81,424,0,Loyal Customers,11,1,0.26,Low Risk
14237,2010-12-01 13:20:00,2010-04-28 10:04:00,2,471.14,238,26,18.12076923076923,373,217,1,Other,6,0,0.92,High Risk
14238,2011-01-17 14:40:00,2009-12-05 10:58:00,3,434.23,189,13,33.402307692307694,326,408,1,At Risk,7,0,0.7766666666666666,High Risk
14239,2011-10-27 14:40:00,2009-12-05 12:36:00,21,4263.17,1729,97,20.300809523809523,43,691,0,Champions,14,1,0.0,Low Risk
14240,2011-11-09 13:45:00,2010-10-12 12:48:00,3,1247.49,655,46,20.450655737704917,30,393,0,High Value Customers,11,1,0.30333333333333334,Medium Risk
14241,2011-06-09 11:46:00,2010-01-12 15:11:00,2,333.7,242,12,27.808333333333334,184,512,1,Other,7,0,0.7766666666666666,High Risk
14242,2011-04-19 11:46:00,2011-01-18 08:53:00,2,280.55,123,13,17.534375,235,91,1,Other,5,0,0.7866666666666666,High Risk
14243,2011-12-01 11:12:00,2010-08-20 13:41:00,17,7217.75,3631,235,19.883608815426996,9,467,0,Champions,15,1,0.04666666666666667,Low Risk
14244,2010-02-17 11:40:00,2010-02-17 11:40:00,1,366.41999999999996,814,16,22.901249999999997,661,0,1,Other,4,0,0.9,High Risk
14245,2011-05-04 08:40:00,2011-03-21 10:41:00,2,1693.45,976,107,15.680092592592594,220,43,1,Other,8,0,0.8333333333333334,High Risk
14246,2011-08-21 11:50:00,2011-04-08 08:25:00,3,1474.06,804,57,19.654133333333334,111,135,1,High Value Customers,10,0,0.8566666666666667,High Risk
14247,2011-03-06 15:21:00,2010-06-06 15:07:00,5,753.56,378,82,6.668672566371681,278,273,1,At Risk,9,0,0.5033333333333333,Medium Risk
14248,2011-01-25 14:45:00,2010-07-12 14:27:00,3,1032.95,692,41,21.977659574468085,318,197,1,At Risk,8,0,0.8566666666666667,High Risk
14249,2010-10-25 12:34:00,2010-01-29 14:21:00,12,5400.461,2383,178,19.854636029411765,411,268,1,At Risk,11,1,0.21,Low Risk
14250,2011-12-02 14:30:00,2011-09-11 13:44:00,3,1904.05,1200,94,17.153603603603603,7,82,0,High Value Customers,12,1,0.11666666666666667,Low Risk
14251,2011-12-08 08:32:00,2011-10-13 12:46:00,5,2879.7000000000003,1674,37,36.91923076923077,2,55,0,Champions,13,1,0.15333333333333332,Low Risk
14252,2010-11-23 13:36:00,2010-11-23 13:36:00,1,350.99,111,10,35.099000000000004,381,0,1,Other,5,0,0.9233333333333333,High Risk
14253,2010-08-03 14:55:00,2010-03-26 15:08:00,2,363.40000000000003,88,11,30.283333333333335,493,129,1,Other,5,0,0.8333333333333334,High Risk
